prix,Kilométrage,Année,Transmission,Carburant,CV,premierMain,marque,modele
45000,187000,2004,Automatique,Essence,13,1,HONDA,ACCORD
175000,139000,2016,Automatique,Diesel,12,0,JEEP,GRAND CHEROKEE
238000,24000,2024,Manuelle,Diesel,6,0,DACIA,DUSTER
259000,79000,2023,Automatique,Diesel,6,0,FORD,FOCUS
362999,159000,2020,Automatique,Diesel,8,1,MERCEDES-BENZ,CLASSE A
210000,126000,2017,Automatique,Diesel,6,1,HYUNDAI,TUCSON
300000,118000,2018,Automatique,Diesel,8,1,BMW,SERIE 5
306000,24000,2023,Automatique,Essence,8,1,ALFA-ROMEO,TONALE
310000,64000,2022,Automatique,Diesel,8,1,PEUGEOT,3008
170000,169000,2013,Automatique,Diesel,8,0,BMW,X3
150000,124000,2016,Automatique,Diesel,8,0,VOLVO,V40
143000,124000,2020,Manuelle,Diesel,6,0,DACIA,DOKKER
210000,148000,2014,Automatique,Diesel,8,0,BMW,SERIE 3
235000,20000,2015,Automatique,Diesel,8,0,BMW,SERIE 4
350000,99900,2021,Automatique,Diesel,8,1,AUDI,A6
215000,82000,2018,Manuelle,Diesel,8,1,SEAT,LEON
279000,139000,2016,Automatique,Diesel,8,1,MERCEDES-BENZ,CLASSE E
215000,82000,2018,Manuelle,Diesel,8,1,SEAT,LEON
300000,179000,2014,Automatique,Diesel,18,0,LAND-ROVER,RANGE ROVER
122000,149000,2021,Manuelle,Diesel,6,0,RENAULT,EXPRESS
355000,29000,2022,Automatique,Hybride,14,0,TOYOTA,RAV-4
70000,162000,2004,Manuelle,Diesel,8,0,TOYOTA,AVENSIS
205000,76000,2022,Manuelle,Diesel,6,1,SEAT,IBIZA
379000,42000,2021,Automatique,Hybride,7,1,BMW,X1
75000,140000,2008,Automatique,Essence,11,0,HONDA,CR-V
80000,240000,2025,Manuelle,Diesel,7,0,MINI,COOPER
490000,94000,2020,Automatique,Diesel,8,0,MERCEDES-BENZ,CLASSE C
87000,146000,2010,Manuelle,Diesel,8,0,OPEL,INSIGNIA
210000,74000,2023,Manuelle,Diesel,6,0,JEEP,RENEGADE
415000,84000,2020,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER
280000,89000,2022,Automatique,Diesel,8,0,SKODA,SUPERB
160000,159000,2017,Automatique,Diesel,8,0,VOLVO,S60
220000,189000,2020,Automatique,Diesel,6,0,NISSAN,QASHQAI
135000,54000,2022,Automatique,Essence,7,1,FIAT,500
249000,109000,2022,Automatique,Diesel,6,0,KIA,SELTOS
250000,250000,2018,Automatique,Diesel,8,1,SKODA,KODIAQ
125000,360000,2012,Automatique,Diesel,8,0,VOLKSWAGEN,PASSAT
315000,39000,2023,Automatique,Diesel,6,0,HYUNDAI,TUCSON
267000,94000,2022,Automatique,Diesel,6,0,HYUNDAI,TUCSON
380000,109000,2020,Automatique,Electrique,13,0,TESLA,AUTRE
170000,119000,2018,Manuelle,Diesel,6,0,OPEL,INSIGNIA
290000,24000,2023,Automatique,Diesel,6,0,PEUGEOT,2008
175000,129000,2017,Manuelle,Diesel,8,0,VOLKSWAGEN,TOURAN
115000,166000,2014,Manuelle,Diesel,6,0,PEUGEOT,PARTNER
148000,200000,2018,Manuelle,Diesel,6,1,FORD,FOCUS
285000,169000,2017,Automatique,Diesel,8,0,BMW,X5
320000,24000,2023,Automatique,Hybride,8,0,ALFA-ROMEO,TONALE
147000,29000,2023,Manuelle,Diesel,6,0,DACIA,SANDERO
205000,54000,2022,Manuelle,Diesel,6,0,JEEP,COMPASS
310000,189000,2018,Automatique,Diesel,9,0,MERCEDES-BENZ,CLASSE GLC
95000,39000,2017,Manuelle,Essence,6,0,KIA,PICANTO
179000,159000,2016,Manuelle,Diesel,6,0,NISSAN,QASHQAI
470000,139000,2021,Automatique,Diesel,8,0,VOLKSWAGEN,TIGUAN
215000,89000,2018,Automatique,Diesel,8,0,VOLKSWAGEN,COCCINELLE
60000,179000,2010,Manuelle,Essence,7,0,FORD,FIESTA
349000,110000,2019,Automatique,Diesel,8,1,JAGUAR,F-PACE
180000,140000,2019,Manuelle,Diesel,6,1,FORD,KUGA
123000,140000,2017,Manuelle,Diesel,6,1,RENAULT,KANGOO
380000,119000,2018,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER
370000,169000,2021,Automatique,Diesel,8,0,AUDI,Q5
340000,159000,2019,Automatique,Diesel,8,0,MERCEDES-BENZ,CLASSE E
310000,89000,2021,Automatique,Hybride,11,0,KIA,K5
415000,149000,2017,Automatique,Diesel,8,0,MERCEDES-BENZ,CLASSE E
340000,109000,2018,Automatique,Diesel,9,0,MERCEDES-BENZ,CLASSE GLC
279000,119000,2021,Automatique,Diesel,6,0,BMW,SERIE 1
68000,300000,2009,Manuelle,Diesel,8,0,FORD,MONDEO
240000,144000,2017,Automatique,Diesel,8,1,BMW,SERIE 4
107000,198000,2016,Manuelle,Diesel,6,1,FORD,FIESTA
164000,84000,2023,Manuelle,Diesel,7,0,RENAULT,EXPRESS
310000,119000,2018,Automatique,Diesel,9,0,MERCEDES-BENZ,CLASSE C
209000,169000,2017,Automatique,Diesel,9,0,MERCEDES-BENZ,CLASSE A
287000,189000,2016,Automatique,Diesel,8,0,VOLKSWAGEN,TIGUAN
318000,74000,2021,Automatique,Diesel,9,1,HYUNDAI,SANTA FE
198000,44000,2023,Automatique,Diesel,6,1,HYUNDAI,ACCENT
405000,54000,2020,Automatique,Diesel,8,0,AUDI,Q5
245000,189000,2015,Automatique,Diesel,9,0,LAND-ROVER,DISCOVERY SPORT
410000,129000,2019,Automatique,Diesel,8,0,MERCEDES-BENZ,CLASSE A
155000,64000,2022,Manuelle,Diesel,5,0,FIAT,TIPO
38000,352000,1994,Manuelle,Diesel,7,0,OPEL,CORSA
195000,195000,2019,Automatique,Diesel,8,0,VOLKSWAGEN,PASSAT
320000,184000,2020,Automatique,Diesel,10,0,TOYOTA,FORTUNER
195000,200000,2013,Automatique,Diesel,8,0,VOLKSWAGEN,GOLF 7
167000,24000,2024,Automatique,Essence,7,0,FIAT,500
195000,109000,2023,Manuelle,Diesel,6,0,DACIA,DUSTER
320000,54000,2022,Automatique,Diesel,8,1,VOLKSWAGEN,T-ROC
170000,102000,2017,Manuelle,Diesel,8,1,VOLKSWAGEN,GOLF 7
285000,70000,2018,Automatique,Diesel,8,1,LAND-ROVER,RANGE ROVER EVOQUE
135000,167000,2015,Manuelle,Diesel,11,0,MITSUBISHI,L200
232000,109000,2020,Automatique,Diesel,8,0,CITROEN,C5
365000,199000,2016,Automatique,Diesel,12,0,BMW,SERIE 7
220000,149000,2014,Automatique,Diesel,8,0,BMW,SERIE 5
455000,109000,2019,Automatique,Diesel,8,0,VOLVO,XC90
125000,288000,2012,Manuelle,Diesel,6,0,VOLKSWAGEN,PASSAT
220000,185000,2015,Automatique,Diesel,8,1,BMW,SERIE 4
255000,149000,2018,Automatique,Diesel,8,1,AUDI,A4
153000,40000,2021,Manuelle,Diesel,6,1,RENAULT,CLIO
110000,150000,2017,Manuelle,Diesel,5,0,FIAT,TIPO
440000,140000,2018,Automatique,Diesel,9,0,LAND-ROVER,RANGE ROVER VELAR
56000,136000,2010,Manuelle,Essence,6,0,HYUNDAI,I10
419999,17650,2022,Automatique,Diesel,8,1,BMW,X1
98000,142000,2018,Manuelle,Diesel,6,1,DACIA,LOGAN
250000,123000,2018,Automatique,Diesel,9,1,ALFA-ROMEO,STELVIO
180000,68700,2018,Automatique,Diesel,6,1,JEEP,RENEGADE
144000,79000,2021,Manuelle,Diesel,6,0,NISSAN,MICRA
219000,109000,2020,Automatique,Diesel,8,0,VOLKSWAGEN,COCCINELLE
390000,64000,2022,Automatique,Essence,11,1,FORD,MUSTANG
340000,32000,2018,Automatique,Diesel,11,1,JEEP,WRANGLER
299900,19000,2022,Automatique,Diesel,8,1,PEUGEOT,3008
125000,199000,2015,Manuelle,Diesel,6,0,CITROEN,C4
160000,169000,2016,Manuelle,Diesel,8,0,KIA,SPORTAGE
153000,74000,2021,Manuelle,Diesel,6,1,CITROEN,C3
128000,64000,2022,Automatique,Essence,7,1,FIAT,500
460000,179000,2016,Automatique,Diesel,12,0,PORSCHE,MACAN
290000,159000,2013,Automatique,Diesel,12,0,BMW,X5
159000,129000,2017,Manuelle,Diesel,6,0,JEEP,RENEGADE
405000,69000,2018,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER
350000,44000,2022,Automatique,Hybride,11,0,KIA,K5
470000,119000,2019,Automatique,Diesel,12,0,BMW,X4
260000,199000,2017,Automatique,Diesel,8,0,BMW,SERIE 5
235000,159000,2015,Automatique,Diesel,8,0,BMW,SERIE 5
225000,130000,2019,Automatique,Diesel,8,0,PEUGEOT,3008
168000,29000,2023,Manuelle,Diesel,6,1,HYUNDAI,ACCENT
173000,9000,2024,Manuelle,Diesel,6,1,DACIA,LOGAN
110000,64000,2022,Manuelle,Essence,6,1,KIA,PICANTO
450000,169000,2017,Automatique,Diesel,12,0,AUDI,A8
200000,109000,2020,Manuelle,Diesel,6,0,OPEL,GRANDLAND
139000,149000,2019,Manuelle,Diesel,6,0,NISSAN,MICRA
305000,24000,2024,Automatique,Diesel,6,0,BMW,SERIE 1
215000,109000,2020,Automatique,Diesel,8,1,CITROEN,C5
135000,84000,2022,Manuelle,Diesel,6,0,DACIA,SANDERO
181000,93400,2021,Manuelle,Diesel,6,0,DACIA,DUSTER
156000,120000,2020,Manuelle,Diesel,6,1,DACIA,DOKKER
163000,58000,2022,Manuelle,Diesel,6,1,RENAULT,EXPRESS
215000,82000,2018,Manuelle,Diesel,8,1,SEAT,LEON
160000,21000,2021,Manuelle,Diesel,6,1,PEUGEOT,208
145000,124000,2021,Manuelle,Diesel,6,1,ALFA-ROMEO,GIULIETTA
410000,75000,2021,Automatique,Diesel,8,1,AUDI,Q5
185000,20000,2024,Manuelle,Diesel,6,1,CITROEN,BERLINGO
255000,54000,2017,Automatique,Diesel,8,0,VOLKSWAGEN,COCCINELLE
390000,109000,2018,Automatique,Diesel,8,0,BMW,SERIE 5
379000,149000,2016,Automatique,Diesel,8,0,MERCEDES-BENZ,CLASSE E
95000,249000,2013,Manuelle,Diesel,7,1,OPEL,ASTRA
160000,64000,2023,Manuelle,Diesel,6,1,RENAULT,EXPRESS
68000,94000,2012,Manuelle,Essence,6,1,FORD,KA
180000,199000,2019,Manuelle,Diesel,8,0,FORD,TRANSIT
167000,159000,2018,Automatique,Diesel,8,1,OPEL,INSIGNIA
238000,84000,2022,Automatique,Diesel,6,1,PEUGEOT,308
178000,84000,2022,Automatique,Diesel,6,1,HYUNDAI,ACCENT
268000,64000,2021,Automatique,Diesel,6,1,PEUGEOT,2008
185000,139000,2016,Manuelle,Diesel,8,0,VOLKSWAGEN,TIGUAN
475000,69000,2019,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER
387000,44000,2020,Automatique,Diesel,8,1,MERCEDES-BENZ,CLASSE CLA
315000,129000,2019,Automatique,Diesel,8,1,AUDI,A5
335000,109000,2021,Automatique,Diesel,8,0,PEUGEOT,3008
175000,139000,2016,Automatique,Diesel,12,0,JEEP,GRAND CHEROKEE
329000,159000,2020,Automatique,Diesel,8,0,VOLVO,XC60
134000,210000,2017,Manuelle,Diesel,6,0,PEUGEOT,308
60000,340000,2005,Manuelle,Diesel,8,0,SEAT,IBIZA
410000,75000,2021,Automatique,Diesel,8,1,AUDI,Q5
220000,179000,2018,Automatique,Diesel,8,0,VOLKSWAGEN,TIGUAN
360000,139000,2018,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER
200000,169000,2017,Automatique,Diesel,12,0,VOLKSWAGEN,TOUAREG
155000,145000,2016,Manuelle,Diesel,6,0,RENAULT,KADJAR
370000,249000,2012,Automatique,Diesel,12,0,PORSCHE,CAYENNE
295000,129000,2018,Automatique,Diesel,9,0,MERCEDES-BENZ,CLASSE C
360000,159000,2016,Automatique,Diesel,12,0,LAND-ROVER,RANGE ROVER SPORT
168000,199000,2016,Automatique,Diesel,8,0,JEEP,CHEROKEE
340000,189000,2019,Automatique,Diesel,8,0,VOLKSWAGEN,TIGUAN
440000,139000,2021,Automatique,Electrique,13,0,TESLA,AUTRE
175000,169000,2015,Automatique,Diesel,8,0,DS,DS5
445000,94000,2017,Automatique,Diesel,8,0,AUDI,Q5
277000,69000,2023,Automatique,Diesel,6,1,HYUNDAI,CRETA
162000,129000,2019,Manuelle,Diesel,6,1,DACIA,DUSTER
229000,159000,2021,Automatique,Diesel,6,0,FORD,KUGA
256000,24000,2023,Automatique,Diesel,6,1,KIA,SELTOS
370000,119000,2019,Automatique,Diesel,8,1,BMW,X4
235000,54000,2022,Automatique,Essence,9,0,HONDA,HR-V
160000,75000,2019,Manuelle,Diesel,6,0,DACIA,DUSTER
190000,189000,2019,Manuelle,Diesel,6,0,FORD,KUGA
380000,79000,2021,Automatique,Diesel,8,0,VOLVO,XC60
210000,159000,2016,Automatique,Diesel,9,0,LAND-ROVER,DISCOVERY SPORT
259000,14000,2023,Automatique,Diesel,6,0,CITROEN,C4
198000,44000,2021,Manuelle,Diesel,6,0,HYUNDAI,I30
430000,39800,2022,Automatique,Diesel,7,1,AUDI,Q3
315000,70000,2023,Automatique,Diesel,8,1,VOLKSWAGEN,T-ROC
330000,170000,2014,Automatique,Diesel,12,0,LAND-ROVER,RANGE ROVER SPORT
260000,155517,2019,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER EVOQUE
150000,274000,2015,Manuelle,Diesel,7,1,HYUNDAI,IX35
420000,114000,2019,Automatique,Diesel,8,1,MERCEDES-BENZ,CLASSE C
175000,69000,2022,Automatique,Diesel,6,0,OPEL,CROSSLAND
400000,54000,2021,Automatique,Hybride,14,0,LEXUS,AUTRE
275000,129000,2020,Automatique,Diesel,8,0,SEAT,ATECA
270000,187000,2020,Automatique,Hybride,14,1,TOYOTA,RAV-4
154000,64000,2022,Manuelle,Diesel,6,0,RENAULT,EXPRESS
218000,179000,2017,Automatique,Diesel,8,0,PEUGEOT,3008
170000,169000,2015,Automatique,Diesel,12,0,JEEP,GRAND CHEROKEE
160000,59000,2021,Manuelle,Diesel,6,0,OPEL,CORSA
125000,141000,2011,Automatique,Essence,8,0,ABARTH,124 SPIDER
168000,199000,2017,Manuelle,Diesel,9,0,OPEL,MOVANO
220000,19000,2022,Automatique,Hybride,10,0,TOYOTA,COROLLA
239000,64000,2022,Automatique,Hybride,9,0,HYUNDAI,ELANTRA
175000,199000,2016,Automatique,Diesel,8,0,DS,DS5
95000,199000,2010,Manuelle,Diesel,10,0,VOLKSWAGEN,TOUAREG
445000,119000,2020,Automatique,Diesel,8,0,MERCEDES-BENZ,CLASSE CLA
43000,258000,2001,Manuelle,Diesel,7,1,RENAULT,R19
178000,94000,2020,Automatique,Diesel,6,1,DACIA,DUSTER
45000,300000,2006,Manuelle,Diesel,10,0,KIA,SORENTO
190000,84000,2019,Manuelle,Diesel,6,0,OPEL,GRANDLAND
115000,96000,2017,Manuelle,Diesel,5,0,FIAT,500
305000,169000,2020,Automatique,Diesel,8,0,VOLKSWAGEN,TIGUAN
175000,94000,2019,Manuelle,Diesel,6,0,SEAT,LEON
185000,169000,2016,Automatique,Diesel,12,0,JEEP,GRAND CHEROKEE
340000,18000,2024,Automatique,Diesel,11,1,TOYOTA,LAND CRUISER
290000,69000,2018,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER EVOQUE
145000,102000,2016,Automatique,Diesel,6,1,CITROEN,C4
230000,24000,2024,Manuelle,Diesel,6,1,DACIA,DUSTER
43000,258000,2001,Manuelle,Diesel,7,1,RENAULT,R19
500000,130000,2021,Automatique,Diesel,8,1,AUDI,Q5
210000,130000,2018,Manuelle,Diesel,8,1,PEUGEOT,3008
185000,149000,2018,Manuelle,Diesel,6,1,NISSAN,QASHQAI
450000,179000,2016,Automatique,Diesel,12,0,LAND-ROVER,RANGE ROVER VOGUE
490000,24000,2023,Automatique,Diesel,9,0,KIA,SORENTO
237000,119000,2018,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER EVOQUE
375000,109000,2020,Automatique,Diesel,10,0,VOLKSWAGEN,TOUAREG
188999,94000,2022,Automatique,Diesel,6,0,DACIA,DUSTER
175000,4000,2024,Automatique,Essence,9,0,MG,MG5
495000,79000,2020,Automatique,Diesel,8,0,AUDI,A6
475000,139000,2016,Automatique,Diesel,12,0,PORSCHE,CAYENNE
290000,154000,2020,Automatique,Diesel,9,0,HYUNDAI,SANTA FE
130000,192000,2013,Manuelle,Diesel,9,0,HONDA,ACCORD
105000,98000,2017,Manuelle,Diesel,6,1,RENAULT,CLIO
280000,155000,2018,Automatique,Diesel,8,0,BMW,SERIE 5
395000,107000,2021,Automatique,Diesel,10,1,MERCEDES-BENZ,CLASSE A
118000,114000,2018,Manuelle,Diesel,6,0,PEUGEOT,208
65000,270000,2009,Automatique,Essence,11,0,HONDA,ACCORD
250000,69000,2021,Automatique,Diesel,8,1,JEEP,COMPASS
93000,100120,2013,Manuelle,Diesel,6,0,FORD,FIESTA
350000,199000,2019,Automatique,Diesel,12,1,LAND-ROVER,RANGE ROVER SPORT
215000,54000,2022,Automatique,Essence,7,0,JEEP,COMPASS
260000,189000,2016,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER EVOQUE
475000,109000,2019,Automatique,Diesel,8,0,MERCEDES-BENZ,CLASSE C
148000,149000,2018,Manuelle,Diesel,6,0,PEUGEOT,2008
127000,119000,2017,Manuelle,Diesel,6,0,FORD,FIESTA
385000,3000,2025,Automatique,Diesel,6,1,HYUNDAI,TUCSON
228000,118000,2019,Automatique,Diesel,8,1,PEUGEOT,3008
125000,119000,2019,Manuelle,Diesel,6,0,RENAULT,KANGOO
310000,168000,2020,Automatique,Diesel,12,1,VOLKSWAGEN,TOUAREG
165000,76000,2018,Manuelle,Diesel,6,0,PEUGEOT,2008
335000,7818,2024,Automatique,Diesel,6,1,BMW,SERIE 1
260000,111000,2021,Automatique,Diesel,8,1,AUDI,Q2
133000,165000,2012,Manuelle,Diesel,7,0,AUDI,A1
37000,300000,2002,Manuelle,Diesel,8,0,ALFA-ROMEO,156
155000,94000,2019,Manuelle,Diesel,6,1,RENAULT,MEGANE
170000,74000,2014,Automatique,Diesel,8,0,OPEL,ASTRA
195000,64000,2020,Automatique,Diesel,6,0,DACIA,DUSTER
90000,200000,2008,Manuelle,Essence,13,0,AUDI,A6
195000,188000,2014,Automatique,Essence,11,0,VOLKSWAGEN,GOLF 7
75000,130000,2007,Manuelle,Essence,9,1,VOLVO,C30
220000,190000,2015,Automatique,Diesel,8,0,VOLKSWAGEN,GOLF 7
185000,163000,2018,Automatique,Diesel,8,0,VOLKSWAGEN,GOLF 7
319900,43000,2023,Automatique,Diesel,8,1,VOLKSWAGEN,T-ROC
78000,110000,2009,Automatique,Essence,11,0,JAGUAR,TYPE X
215000,40000,2021,Manuelle,Diesel,6,1,HYUNDAI,CRETA
238000,129000,2021,Manuelle,Diesel,9,0,RENAULT,MASTER
156000,57000,2022,Manuelle,Diesel,6,1,PEUGEOT,208
99000,183000,2013,Automatique,Diesel,9,0,CHEVROLET,CAPTIVA
195000,200000,2014,Automatique,Diesel,8,0,AUDI,A3
98000,94000,2018,Manuelle,Essence,7,1,HYUNDAI,I20
161000,49000,2023,Manuelle,Diesel,6,1,RENAULT,EXPRESS
165000,142000,2019,Manuelle,Diesel,8,0,VOLKSWAGEN,CADDY
285000,148000,2018,Automatique,Diesel,8,1,BMW,SERIE 5
270000,169000,2015,Automatique,Diesel,12,0,BMW,X5
130000,129000,2015,Manuelle,Diesel,6,1,HYUNDAI,ELANTRA
410000,139000,2020,Automatique,Diesel,8,1,BMW,SERIE 3
230000,21000,2022,Manuelle,Diesel,6,1,HYUNDAI,CRETA
230000,21000,2022,Manuelle,Diesel,6,1,HYUNDAI,CRETA
60000,140000,2014,Manuelle,Diesel,6,1,DACIA,LOGAN
85000,116000,2018,Manuelle,Diesel,6,1,PEUGEOT,208
105000,97000,2019,Manuelle,Diesel,5,0,FIAT,TIPO
50000,280000,2007,Manuelle,Diesel,10,0,KIA,SORENTO
430000,84000,2018,Automatique,Diesel,12,0,LAND-ROVER,RANGE ROVER VELAR
160000,76000,2022,Manuelle,Diesel,6,0,RENAULT,EXPRESS
248000,156000,2016,Automatique,Diesel,8,0,BMW,X3
180000,64000,2021,Manuelle,Diesel,6,1,FORD,ECOSPORT
75000,250000,2008,Automatique,Essence,11,0,BMW,X5
220000,155000,2020,Manuelle,Diesel,6,1,NISSAN,QASHQAI
28000,170000,1998,Manuelle,Diesel,7,0,FORD,ESCORT
283000,9000,2025,Automatique,Diesel,6,1,RENAULT,KANGOO
155000,107000,2018,Manuelle,Diesel,6,0,HYUNDAI,ELANTRA
105000,180000,2017,Manuelle,Diesel,6,0,RENAULT,KANGOO
135000,161000,2017,Manuelle,Diesel,7,0,PEUGEOT,308
350000,74000,2021,Automatique,Diesel,8,1,LAND-ROVER,DISCOVERY SPORT
210000,188000,2014,Automatique,Diesel,9,0,LAND-ROVER,RANGE ROVER EVOQUE
259000,25000,2023,Automatique,Diesel,6,1,CITROEN,C5
210000,89000,2020,Automatique,Diesel,6,0,RENAULT,KADJAR
329000,59000,2022,Automatique,Diesel,6,1,HYUNDAI,TUCSON
379000,29000,2024,Automatique,Diesel,6,1,BMW,SERIE 2
230000,31500,2022,Manuelle,Diesel,6,1,KIA,SELTOS
350000,89000,2019,Automatique,Diesel,8,1,MERCEDES-BENZ,CLASSE E
265000,65000,2019,Automatique,Diesel,8,0,VOLKSWAGEN,ARTEON
325000,167000,2015,Automatique,Diesel,9,0,MERCEDES-BENZ,CLASSE C
96000,235000,2016,Manuelle,Diesel,6,0,DACIA,LOGAN
55000,230000,2006,Manuelle,Essence,8,0,TOYOTA,COROLLA
125000,4500,2019,Manuelle,Diesel,6,1,DACIA,DOKKER
180000,100000,2020,Manuelle,Diesel,6,1,FORD,FOCUS
134000,191000,2012,Manuelle,Diesel,8,0,VOLKSWAGEN,PASSAT
87500,146000,2015,Manuelle,Diesel,5,1,OPEL,CORSA
210000,72500,2018,Manuelle,Diesel,8,1,PEUGEOT,3008
110000,98000,2012,Manuelle,Diesel,6,1,HYUNDAI,I30
149000,207000,2016,Manuelle,Diesel,9,0,HYUNDAI,SANTA FE
65000,116000,2015,Manuelle,Diesel,6,1,RENAULT,CLIO
160000,146000,2016,Manuelle,Diesel,10,0,NISSAN,NAVARA
75000,99000,2015,Manuelle,Essence,4,1,RENAULT,CLIO
385000,109000,2021,Automatique,Diesel,8,0,VOLKSWAGEN,GOLF 8
350000,74000,2021,Automatique,Diesel,8,1,LAND-ROVER,DISCOVERY SPORT
235000,190000,2015,Automatique,Diesel,6,0,MERCEDES-BENZ,CLASSE C
150000,120000,2018,Manuelle,Diesel,6,0,SEAT,LEON
225000,108000,2016,Automatique,Diesel,8,1,BMW,X1
169000,101000,2019,Manuelle,Diesel,7,1,DACIA,DUSTER
139000,49000,2023,Automatique,Essence,6,1,FIAT,500
295000,44000,2023,Automatique,Diesel,8,1,FORD,KUGA
329000,59000,2022,Automatique,Diesel,6,1,HYUNDAI,TUCSON
210000,94000,2019,Automatique,Diesel,8,0,JEEP,CHEROKEE
145000,149000,2018,Manuelle,Diesel,6,0,FIAT,500X
82000,163000,2012,Automatique,Diesel,8,0,RENAULT,LATITUDE
240000,88000,2018,Manuelle,Diesel,8,1,VOLKSWAGEN,TIGUAN
120000,49000,2018,Manuelle,Essence,7,1,FIAT,500
159000,65000,2018,Manuelle,Diesel,6,1,NISSAN,JUKE
220000,214000,2017,Automatique,Diesel,12,0,JEEP,GRAND CHEROKEE
130000,260000,2014,Manuelle,Diesel,4,0,BMW,SERIE 1
175000,67900,2019,Manuelle,Diesel,8,1,VOLKSWAGEN,GOLF 7
130000,300000,2009,Manuelle,Diesel,9,0,FIAT,DUCATO
175000,7000,2019,Manuelle,Essence,7,1,PEUGEOT,RIFTER
360000,136000,2020,Automatique,Diesel,8,1,AUDI,Q5
53000,136000,2010,Manuelle,Essence,6,0,HYUNDAI,I10
240000,150000,2016,Automatique,Diesel,8,0,AUDI,A6
180000,330000,2015,Automatique,Diesel,9,1,MERCEDES-BENZ,CLASSE E
185000,141000,2013,Automatique,Diesel,6,0,AUDI,A3
310000,44000,2023,Automatique,Hybride,8,1,JEEP,COMPASS
130000,30000,2021,Manuelle,Essence,6,1,TOYOTA,YARIS
135000,250000,2013,Manuelle,Diesel,6,0,NISSAN,QASHQAI
238000,120000,2019,Automatique,Diesel,8,1,PEUGEOT,508
359000,199000,2016,Automatique,Diesel,12,1,BMW,SERIE 7
60000,334000,2002,Automatique,Diesel,11,0,MERCEDES-BENZ,CLASSE ML
240000,171000,2016,Automatique,Diesel,8,0,VOLKSWAGEN,TOURAN
298000,79000,2019,Automatique,Diesel,8,1,VOLKSWAGEN,TIGUAN
265000,64000,2018,Automatique,Essence,11,1,MINI,COOPER
165000,165000,2016,Manuelle,Diesel,8,1,FORD,KUGA
117000,160000,2013,Manuelle,Diesel,6,0,RENAULT,CAPTUR
63000,154000,2014,Manuelle,Essence,7,0,CITROEN,C-ELYSÉE
129000,94000,2019,Manuelle,Diesel,6,1,PEUGEOT,EXPERT
152000,200000,2016,Manuelle,Diesel,8,1,SKODA,OCTAVIA
90000,250000,2014,Automatique,Diesel,6,0,RENAULT,LATITUDE
205000,120000,2021,Automatique,Diesel,6,0,RENAULT,MEGANE
193000,7700,2023,Automatique,Essence,8,1,MG,ZS
167000,70000,2019,Manuelle,Diesel,6,1,DACIA,DUSTER
370000,75000,2021,Automatique,Diesel,8,1,MERCEDES-BENZ,220
178000,69000,2016,Automatique,Diesel,6,1,NISSAN,QASHQAI
148000,74000,2019,Manuelle,Diesel,6,1,FIAT,500X
138000,39000,2022,Manuelle,Diesel,6,0,DACIA,LOGAN
375000,39000,2023,Automatique,Diesel,8,1,VOLKSWAGEN,TIGUAN
131000,119000,2020,Manuelle,Diesel,6,0,RENAULT,CLIO
335000,34000,2023,Automatique,Diesel,8,1,VOLKSWAGEN,GOLF 8
37500,116807,2007,Manuelle,Essence,5,1,CHEVROLET,SPARK
490000,74000,2021,Automatique,Diesel,8,0,VOLKSWAGEN,TOUAREG
430000,64500,2021,Automatique,Diesel,11,1,BMW,SERIE 5
233000,200000,2019,Automatique,Diesel,6,0,SKODA,KAROQ
340000,149000,2015,Automatique,Diesel,4,1,MERCEDES-BENZ,CLASSE V
215000,54000,2021,Automatique,Hybride,10,1,TOYOTA,C-HR
158000,99000,2016,Manuelle,Diesel,6,1,NISSAN,QASHQAI
179000,64000,2022,Automatique,Diesel,6,1,HYUNDAI,ACCENT
170000,119000,2017,Automatique,Diesel,12,1,JEEP,GRAND CHEROKEE
205000,64000,2021,Automatique,Hybride,10,1,TOYOTA,COROLLA
380000,41000,2022,Automatique,Diesel,9,1,KIA,SORENTO
210000,45000,2020,Automatique,Diesel,6,1,HYUNDAI,CRETA
135000,197000,2014,Automatique,Diesel,8,0,VOLVO,S60
79000,302000,2003,Automatique,Diesel,9,0,MERCEDES-BENZ,220
83000,125000,2010,Manuelle,Essence,10,0,HONDA,CIVIC
112000,200000,2012,Manuelle,Diesel,6,0,DACIA,DUSTER
330000,150000,2019,Automatique,Diesel,8,1,VOLKSWAGEN,TIGUAN
157000,170400,2014,Manuelle,Diesel,8,0,AUDI,A4
155000,120000,2020,Automatique,Diesel,6,0,HYUNDAI,ACCENT
185000,235000,2017,Automatique,Diesel,8,0,VOLKSWAGEN,GOLF 7
395000,111000,2018,Automatique,Diesel,12,0,LAND-ROVER,RANGE ROVER VELAR
165000,166000,2019,Manuelle,Diesel,6,0,SEAT,LEON
240000,210000,2015,Automatique,Diesel,8,0,BMW,SERIE 4
